"Story","Title","Result","Date","Stability","Duration (s)"
"agregar y eliminar productos del carro de compra","agregar productos al carro y eliminar exitosamente","PENDING","2022-12-14T07:33:55.735-05:00[America/Bogota]","0.0","0.73"
