"Story","Title","Result","Date","Stability","Duration (s)"
"agregar y eliminar productos del carro de compra","agregar productos al carro y eliminar exitosamente","FAILURE","2022-12-15T12:07:16.728-05:00[America/Bogota]","0.0","153.21"
