"Story","Title","Result","Date","Stability","Duration (s)"
"agregar y eliminar productos del carro de compra","agregar productos al carro y eliminar exitosamente","ERROR","2022-12-15T08:36:26.778-05:00[America/Bogota]","0.0","104.06"
